Name,City,Cuisine Style,Ranking,Rating,Number of Reviews,Reviews_WD,Reviews
Le Petit Cadet,Paris,French,768,45,82,"Wonderful Nice spot, Exceptional service and great atmosphere, 12/12/2017, 12/04/2017","Wonderful Nice spot, Exceptional service and great atmosphere, "
La Traversee,Paris,"French, Brew Pub, Bar, Contemporary, Wine Bar, Vegetarian Friendly",769,5,51,"WOW this was amazing, A wonderful find, 10/07/2017, 09/11/2017","WOW this was amazing, A wonderful find, "
Le Valois,Paris,"French, European, Vegetarian Friendly",770,4,381,"Berthillon ice cream near a lovely park, 2 Nights in Paris, 10/12/2017, 10/11/2017","Berthillon ice cream near a lovely park, 2 Nights in Paris, "
Fuumi,Paris,"Mexican, Japanese, Sushi, Vegetarian Friendly, Vegan Options",771,45,89,"Funny concept, common taste, Good and original, 11/14/2017, 03/04/2017","Funny concept, common taste, Good and original, "
LAlcazar,Paris,"French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",772,4,926,"Great lunch, Nice and Fun, 12/16/2017, 11/20/2017","Great lunch, Nice and Fun, "
LEntracte Bistrot,Paris,"French, European",773,45,138,"Excellent food and lovely company, You have to guess right when you order, 03/14/2017, 12/28/2016","Excellent food and lovely company, You have to guess right when you order, "
LEscargot Montorgueil,Paris,"French, European",774,4,1024,"Iconic restaurant and very traditional Fre, Typical French cuisine in “Les Halles” dis, 12/23/2017, 12/21/2017","Iconic restaurant and very traditional Fre, Typical French cuisine in “Les Halles” dis, "
Le Coin des Amis,Paris,"French, European, Vegetarian Friendly",775,45,390,"Perfect family restaurant, First date, 10/31/2017, 09/25/2017","Perfect family restaurant, First date, "
Les Tables dAugustin,Paris,"French, Contemporary, Healthy, Gastropub",776,5,90,"Amazing little find, Impressed, 10/18/2016, 04/21/2016","Amazing little find, Impressed, "
Le New York,Paris,"French, Vegetarian Friendly",777,45,144,"Burger, Angus Steak and French chips, Lovely, 12/27/2017, 12/22/2017","Burger, Angus Steak and French chips, Lovely, "
Restaurant Le Dali,Paris,"French, European, Vegetarian Friendly, Gluten Free Options",778,4,506,"Afternoon Tea, Lovely patisserie Best Mont Blanc here, 01/01/2018, 12/09/2017","Afternoon Tea, Lovely patisserie Best Mont Blanc here, "
Le Vaisseau Vert,Paris,"French, European",779,45,311,"Romantic place, Awesome Find, 09/08/2017, 08/24/2017","Romantic place, Awesome Find, "
Comme Chez Soi,Paris,"French, Chinese, Japanese, Sushi, Asian, Vegetarian Friendly",780,4,288,"What you need in Paris, clean and good dishes, 10/24/2017, 07/29/2017","What you need in Paris, clean and good dishes, "
La Cloche dOr,Paris,"French, European",781,45,266,"French food at its Best, Virgin snails, 11/03/2017, 08/28/2017","French food at its Best, Virgin snails, "
Le Relais Louis XIII,Paris,"French, European, Vegetarian Friendly",782,45,433,"Excellent Haute Dining, For 65-, You Get A Reasonable Choice of Ve, 11/24/2017, 11/22/2017","Excellent Haute Dining, For 65-, You Get A Reasonable Choice of Ve, "
Khao Thai Sevigne,Paris,"Asian, Thai, Vegetarian Friendly, Vegan Options",783,45,179,"Authentic Thai food in the heart of Marais, Amazing experience, 11/20/2017, 09/17/2017","Authentic Thai food in the heart of Marais, Amazing experience, "
Maison de la Truffe,Paris,French,784,4,485,"De la Trouffe, For truffle lovers, 11/20/2017, 10/16/2017","De la Trouffe, For truffle lovers, "
Cafe Francoeur,Paris,"French, Bar, Cafe, European, Vegetarian Friendly, Vegan Options",785,4,216,"Pleasant Lunch, A Lovely Cafe in Montmarte, 01/03/2018, 10/10/2017","Pleasant Lunch, A Lovely Cafe in Montmarte, "
Au Bouquet St Paul,Paris,"French, Cafe, Wine Bar",786,4,266,"Great surprise, Great Gourmet Cuisine: Surprise, 12/01/2017, 11/20/2017","Great surprise, Great Gourmet Cuisine: Surprise, "
Prosper et Fortunee,Paris,"French, European, Vegetarian Friendly",787,5,125,"Outstanding one man show, FANTASTIC FRESH FRENCH FOOD EXPERIENCE, 08/07/2017, 06/22/2017","Outstanding one man show, FANTASTIC FRESH FRENCH FOOD EXPERIENCE, "
LALA La Lasagneria,Paris,"Italian, European, Vegetarian Friendly",788,45,110,"Lasagna bolognese the best I’ve had, One night in Paris, 11/25/2017, 09/30/2017","Lasagna bolognese the best I’ve had, One night in Paris, "
Bistrot Vivienne,Paris,"French, European, Vegetarian Friendly",789,4,542,"Classic Bistro on the 2 nd arrondissement, Good food despite its touristy location, 12/31/2017, 12/07/2017","Classic Bistro on the 2 nd arrondissement, Good food despite its touristy location, "
BLUE VALENTINE,Paris,"French, European, Gastropub, Vegetarian Friendly, Vegan Options",790,45,218,"Unique flavors at every bite, The place to go, 10/26/2017, 05/09/2017","Unique flavors at every bite, The place to go, "
The Beast,Paris,"American, Barbecue",791,4,307,"Texas BBQ in Paris, Go check it out Now, 10/30/2017, 10/08/2017","Texas BBQ in Paris, Go check it out Now, "
Mezze De Beyrouth,Paris,"Lebanese, Mediterranean, Vegetarian Friendly, Vegan Options",792,45,86,"Amazing staff, great food, wonderful servi, Excellent, 06/22/2017, 02/18/2017","Amazing staff, great food, wonderful servi, Excellent, "
Passage 53,Paris,French,793,45,387,"Chic, Loved it (again), 01/04/2018, 12/23/2017","Chic, Loved it (again), "
Chez Paul,Paris,"French, European",794,4,1436,"Very good, Authentic French Bistro, 12/16/2017, 12/09/2017","Very good, Authentic French Bistro, "
BMK Paris-Bamako,Paris,"African, Cafe",795,5,37,"Very good African content cuisine, 12/23/2017",Very good African conte
Do et Riz,Paris,"Asian, Vietnamese, Vegetarian Friendly",796,45,104,"Best Bo Bun for long, Modern Twist on Vietnamese Favorites, 12/15/2017, 10/01/2017","Best Bo Bun for long, Modern Twist on Vietnamese Favorites, "
Paris Follies,Paris,"French, Bar, European, Gastropub, Vegetarian Friendly",797,45,89,"Great service, Affordable tasty food, great service, clos, 12/30/2017, 12/14/2017","Great service, Affordable tasty food, great service, clos, "
Yes,Paris,"French, European, Asian, Vegetarian Friendly, Vegan Options",798,45,121,"Fantastic food, Asian spin on French cuisine, pleasant sur, 09/23/2017, 09/14/2017","Fantastic food, Asian spin on French cuisine, pleasant sur, "
Cafe Trama,Paris,"French, European, Vegetarian Friendly",799,45,179,"Great Local restaurant, Lovely lunch, 12/11/2017, 12/11/2017","Great Local restaurant, Lovely lunch, "
Breakfast in America,Paris,"Fast Food, Diner, American, Vegetarian Friendly",800,4,821,"Good Food and Nice Staff, BIA Breakfast Club, 01/03/2018, 10/17/2017","Good Food and Nice Staff, BIA Breakfast Club, "
Pizza des as,Paris,"Italian, Pizza, Vegetarian Friendly",801,45,100,"Lovely experience, Family meal, 09/09/2017, 07/22/2017","Lovely experience, Family meal, "
Monsieur Bleu,Paris,"French, European, Vegetarian Friendly, Vegan Options",802,4,1196,"Gorgeous restaurant & good food, Wonderful restaurant, 01/01/2018, 12/29/2017","Gorgeous restaurant & good food, Wonderful restaurant, "
Tien Hiang,Paris,"Chinese, Asian, Vietnamese, Fusion, Vegetarian Friendly, Vegan Options, Gluten Free Options",803,4,369,"A vegetarians staple go-to restaurant, Good vegetarian in Paris, 10/01/2017, 09/22/2017","A vegetarians staple go-to restaurant, Good vegetarian in Paris, "
Restaurant Chinois Di-Choulie A Paris,Paris,"Chinese, Asian, Vegetarian Friendly",804,45,108,"Save the trip to China , Wonderful little restaurant, 12/27/2017, 08/04/2017","Save the trip to China , Wonderful little restaurant, "
Huguette Bistro de la Mer,Paris,"French, Seafood, European, Vegetarian Friendly, Gluten Free Options",805,4,384,"Overpriced but good, Noël à Paris, 01/05/2018, 01/01/2018","Overpriced but good, Noël à Paris, "
Mariage Freres,Paris,"French, European",806,45,364,"Parisian Tea Nirvana, Fabulous Tea Library, 11/13/2017, 11/04/2017","Parisian Tea Nirvana, Fabulous Tea Library, "
Le cochon gaulois,Paris,French,807,45,121,"Good choice for carnivores, Surprise find, 10/08/2017, 07/19/2017","Good choice for carnivores, Surprise find, "
Creperie Gigi,Paris,"French, European, Vegetarian Friendly",808,45,111,"Amazing crêpes, Great little creperie, 12/06/2017, 10/02/2017","Amazing crêpes, Great little creperie, "
Laduree,Paris,"French, Vegetarian Friendly",809,4,2959,"Lovely on a stormy afternoon, Expensive but we went for the experience, 01/05/2018, 01/04/2018","Lovely on a stormy afternoon, Expensive but we went for the experience, "
Chez Gladines,Paris,"French, European, Vegetarian Friendly",810,4,1218,"Chocolate, Chilli and Squids, Dinner, 01/03/2018, 09/10/2017","Chocolate, Chilli and Squids, Dinner, "
Brasserie Sicilienne,Paris,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",811,45,80,"Great Place, Good restaurant for a large family, 01/07/2018, 01/03/2018","Great Place, Good restaurant for a large family, "
LAuberge dab,Paris,"Seafood, Grill, French, European, Gastropub, Vegetarian Friendly",812,4,1047,"Good food and ambiance, Very good, 12/11/2017, 10/05/2017","Good food and ambiance, Very good, "
Happa Tei,Paris,"Japanese, Asian, Vegetarian Friendly",813,45,255,"Very good, Excellent Osaka Cuisine, 01/01/2018, 02/15/2017","Very good, Excellent Osaka Cuisine, "
Fajitas,Paris,"Mexican, Latin, Central American, Vegetarian Friendly",814,4,482,"Just what I wanted, Very charming place in a great location, 10/30/2017, 07/16/2017","Just what I wanted, Very charming place in a great location, "
Alix et Mika French Cut Lovers -,Paris,"French, Seafood, Contemporary, Fusion, Wine Bar, Vegetarian Friendly, Gluten Free Options",815,5,64,"Creative and tasty, Yum Yum and Yum, 07/01/2017, 06/12/2017","Creative and tasty, Yum Yum and Yum, "
La Bonne Franquette,Paris,"French, European, Vegetarian Friendly",816,4,506,"historic location, Europe/Singapore holiday 2017, 11/09/2017, 08/18/2017","historic location, Europe/Singapore holiday 2017, "
La Fourchette du Printemps,Paris,"French, European",817,45,301,"A good restaurant but , Great value for money, 11/08/2017, 09/26/2017","A good restaurant but , Great value for money, "
La Rallonge,Paris,"French, Wine Bar, Pub, Gastropub, Mediterranean",818,45,171,"Gastro Tapas  , Went there for lunch AND dinner, 10/20/2017, 04/18/2017","Gastro Tapas  , Went there for lunch AND dinner, "
Cafe Les Deux Magots,Paris,"French, Cafe, European, Vegetarian Friendly, Vegan Options",819,4,2673,"Expensive but delicious, Beautiful cafe but a bit expensive, 01/04/2018, 01/03/2018","Expensive but delicious, Beautiful cafe but a bit expensive, "
Desvouges,Paris,"French, European, Vegetarian Friendly",820,45,183,"Great Bistro, Wonderful French Restaurant, 12/04/2017, 09/22/2017","Great Bistro, Wonderful French Restaurant, "
Sequana,Paris,"French, European, Vegetarian Friendly",821,5,118,"Favorite dinner in Paris, Sole diners, 12/17/2017, 11/06/2017","Favorite dinner in Paris, Sole diners, "
Ensuite,Paris,"International, Vegetarian Friendly, Vegan Options, Gluten Free Options",822,5,64,"Good healthy options, Delicious, 08/28/2017, 03/15/2017","Good healthy options, Delicious, "
Bioburger Victoire,Paris,"American, Fast Food, Vegetarian Friendly, Vegan Options",823,4,244,"Very good place for veg food, Fast food upgraded, 09/05/2017, 08/10/2017","Very good place for veg food, Fast food upgraded, "
Takara,Paris,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",824,45,363,"Real Japanese, value for money, Incredicle Neighborhood Gem, 11/04/2017, 10/02/2017","Real Japanese, value for money, Incredicle Neighborhood Gem, "
Magokoro,Paris,"Japanese, Asian, Vegetarian Friendly, Vegan Options",825,45,267,"A little gem, Very good, 06/15/2017, 04/08/2017","A little gem, Very good, "
Chez Georges,Paris,"French, European, Gastropub",826,4,466,"Pure brasserie experience in Paris, Good, for what I needed even best, 01/05/2018, 09/02/2017","Pure brasserie experience in Paris, Good, for what I needed even best, "
Le jardin du Kashmir,Paris,"Indian, Pakistani, Vegetarian Friendly, Vegan Options",827,45,195,"Great experience, Very good foods and great service, 12/03/2017, 10/05/2017","Great experience, Very good foods and great service, "
Le Frenchy Burger,Paris,"American, Fast Food",828,45,153,"Excellent Find, A great surprise, 11/23/2017, 09/03/2017","Excellent Find, A great surprise, "
1K - Restaurant,Paris,"Peruvian, Latin, International, Vegetarian Friendly, Vegan Options",829,4,349,"Great Experience, Interesting place, 01/08/2018, 11/18/2017","Great Experience, Interesting place, "
Le Mini Palais,Paris,"French, European, Contemporary, Vegetarian Friendly, Vegan Options",830,4,1418,"Grand setting, Beautiful setting, 12/01/2017, 09/27/2017","Grand setting, Beautiful setting, "
LAstrance,Paris,"French, European, Vegetarian Friendly",831,45,562,"Amazing, Spectacular Worth a d-tour, 12/07/2017, 12/06/2017","Amazing, Spectacular Worth a d-tour, "
Ristorantino Shardana,Paris,"Italian, Mediterranean, European, Vegetarian Friendly",832,45,95,"OH my taste buds, Great little gem, 12/18/2017, 11/21/2017","OH my taste buds, Great little gem, "
Brasserie Baroche,Paris,"French, European, Gastropub, Vegetarian Friendly",833,4,373,"Good Choice, Good easy dining with excellent service, 11/13/2017, 10/30/2017","Good Choice, Good easy dining with excellent service, "
Big Fernand,Paris,"American, Fast Food, Vegetarian Friendly",834,4,1241,"Usual high standard we already come to exp, Good for a quick snack, 11/19/2017, 11/14/2017","Usual high standard we already come to exp, Good for a quick snack, "
Bistrot Francois Felix,Paris,"French, Bar, European, Vegetarian Friendly",835,4,304,"Lunch Spot with a Cool Vibe, Really nice bistro, 10/17/2017, 10/11/2017","Lunch Spot with a Cool Vibe, Really nice bistro, "
La Comete,Paris,"French, Bar, Cafe, European, Vegetarian Friendly",836,4,255,"Best French onion soup and Pork Plate, Service, 12/29/2017, 12/02/2017","Best French onion soup and Pork Plate, Service, "
Le Villaret,Paris,"French, European",837,45,315,"Le Villaret, Superb Luncheon, 12/27/2017, 12/19/2017","Le Villaret, Superb Luncheon, "
Caffe Stern,Paris,"Italian, European",838,4,313,"Excellent, Great coffee, 11/25/2017, 07/10/2017","Excellent, Great coffee, "
Pho 14,Paris,"Asian, Vietnamese, Soups, Vegetarian Friendly",839,4,1182,"Not bad, Pretty good, 01/02/2018, 01/01/2018","Not bad, Pretty good, "
Le Petit Fernand,Paris,"French, European",840,45,224,"Vacation, Excellent option, 12/13/2017, 12/07/2017","Vacation, Excellent option, "
Tamarind,Paris,"Asian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",841,45,223,"heaven for vegeterians, YUM, 12/28/2017, 12/11/2017","heaven for vegeterians, YUM, "
Citrus Etoile,Paris,"French, European, Healthy, Vegetarian Friendly, Gluten Free Options",842,4,506,"Great host, location and fab food, We spent a fortune but heyi wasnt payi, 05/28/2017, 03/26/2017","Great host, location and fab food, We spent a fortune but heyi wasnt payi, "
Pause Bobun,Paris,"Brew Pub, Asian, Pub, Vietnamese, Vegetarian Friendly, Vegan Options",843,45,140,"A real find close to Gare dAusterlitz, Good food, 12/27/2017, 10/29/2017","A real find close to Gare dAusterlitz, Good food, "
La Petite Sirene de Copenhague,Paris,"French, European, Scandinavian, Danish",844,45,195,"Exhilarating Discovery, High class service and tasteful food, 09/11/2017, 05/25/2017","Exhilarating Discovery, High class service and tasteful food, "
Helen,Paris,"French, Seafood, European",845,45,165,"Fabulous, Excellent, 01/02/2018, 12/11/2017","Fabulous, Excellent, "
Wrap N Roll Sushi,Paris,"Japanese, Sushi, Asian, Vegetarian Friendly",846,45,344,"Best sushi in Paris, Great value, 01/01/2018, 10/07/2017","Best sushi in Paris, Great value, "
